AAA, NTGA, Anaa Airport, --U--PF, null, Pacific/Tahiti
LUB, SYLP, Lumid Pau Airport, Lumid Pau--UT--GY, null, America/Guyana
LUC, NFNH, Laucala Island Airport, Laucala Island--N--FJ, null, Pacific/Fiji
LUD, FYLZ, Luderitz Airport, Luderitz--KA--NA, null, Africa/Windhoek
LUE, LZLU, Lučenec Airport, Lučenec--BC--SK, null, Europe/Bratislava
LUF, KLUF, Luke Air Force Base, Glendale--AZ--US, null, America/Phoenix
LUG, LSZA, Lugano Airport, Lugano--TI--CH, null, Europe/Zurich
LUH, VILD, Ludhiana Airport, --PB--IN, null, Asia/Kolkata
LUI, MHCR, Carta Airport, La Unión--OL--HN, null, America/Tegucigalpa
LUK, KLUK, Cincinnati Municipal Airport Lunken Field, Cincinnati--OH--US, null, America/New_York
LUL, KLUL, Hesler Noble Field, Laurel--MS--US, null, America/Chicago
LUM, ZPLX, Mangshi Airport, Luxi--53--CN, null, Asia/Shanghai
LUN, FLLS, Kenneth Kaunda International Airport, Lusaka--09--ZM, null, Africa/Lusaka
LUO, FNUE, Luena Airport, Luena--MOX--AO, null, Africa/Luanda
LUP, PHLU, Kalaupapa Airport, Kalaupapa--HI--US, null, Pacific/Honolulu
LUQ, SAOU, Brigadier Mayor D Cesar Raul Ojeda Airport, San Luis--D--AR, null, America/Argentina/San_Luis
LUR, PALU, Cape Lisburne LRRS Airport, Cape Lisburne--AK--US, null, America/Nome
LUS, FZCE, Lusanga Airport, Lusanga--BN--CD, null, Africa/Kinshasa
LUT, YLRS, New Laura Airport, --QLD--AU, null, Australia/Brisbane
LUU, YLRA, Laura Airport, --QLD--AU, null, Australia/Brisbane
LUV, WAPL, Dumatumbun Airport, Langgur-Seram Island--MA--ID, null, Asia/Jayapura
LUW, WAMW, Syukuran Aminuddin Amir Airport, Luwok - Celebes Island--ST--ID, null, Asia/Makassar
LUX, ELLX, Luxembourg-Findel International Airport, Luxembourg--L--LU, null, Europe/Luxembourg
LUZ, LUZ, Lublin Airport, Lublin--LU--PL, null, Europe/Warsaw
LVA, LFOV, Laval-Entrammes Airport, Laval/Entrammes--PDL--FR, null, Europe/Paris
LVB, LVB, Santana do Livramento Airport, Santana do Livramento--RS--BR, null, America/Sao_Paulo
LVD, 2AK, Lime Village Airport, Lime Village--AK--US, null, America/Anchorage
LVI, FLLI, Harry Mwanga Nkumbula International Airport, Livingstone--07--ZM, null, Africa/Lusaka
LVK, KLVK, Livermore Municipal Airport, Livermore--CA--US, null, America/Los_Angeles
LVL, KLVL, Lawrenceville Brunswick Municipal Airport, Lawrenceville--VA--US, null, America/New_York
LVM, KLVM, Mission Field, Livingston--MT--US, null, America/Denver
LVO, YLTN, Laverton Airport, --WA--AU, null, Australia/Perth
LVP, OIBV, Lavan Island Airport, --23--IR, null, Asia/Tehran
LVR, SILC, Municipal Bom Futuro Airport, Lucas do Rio Verde--MT--BR, null, America/Cuiaba
LVS, KLVS, Las Vegas Municipal Airport, Las Vegas--NM--US, null, America/Denver
LWA, LWA, Lebak Rural Airport, Lebak--SUK--PH, null, Asia/Manila
LWB, KLWB, Greenbrier Valley Airport, Lewisburg--WV--US, null, America/New_York
LWC, KLWC, Lawrence Municipal Airport, Lawrence--KS--US, null, America/Chicago
LWE, ID-LWE, Lewoleba Airport, Lewoleba-Lembata Island--NT--ID, null, Asia/Makassar
LWH, YLAH, Lawn Hill Airport, --QLD--AU, null, Australia/Brisbane
LWI, AYLO, Lowai Airport, Lowai--MPL--PG, null, Pacific/Port_Moresby
LWK, EGET, Lerwick / Tingwall Airport, Lerwick--SCT--GB, null, Europe/London
LWL, KLWL, Wells Municipal Airport/Harriet Field, Wells--NV--US, null, America/Los_Angeles
LWM, KLWM, Lawrence Municipal Airport, Lawrence--MA--US, null, America/New_York
LWN, UDSG, Gyumri Shirak Airport, Gyumri--SH--AM, null, Asia/Yerevan
LWO, UKLL, Lviv International Airport, Lviv--46--UA, null, Europe/Uzhgorod
LWR, EHLW, Leeuwarden Air Base, Leeuwarden--FR--NL, null, Europe/Amsterdam
LWS, KLWS, Lewiston Nez Perce County Airport, Lewiston--ID--US, null, America/Los_Angeles
LWT, KLWT, Lewistown Municipal Airport, Lewistown--MT--US, null, America/Denver
LWV, KLWV, Lawrenceville Vincennes International Airport, Lawrenceville--IL--US, null, America/Chicago
LWY, WBGW, Lawas Airport, Lawas--13--MY, null, Asia/Kuching
LXA, ZULS, Lhasa Gonggar Airport, Lhasa--54--CN, null, Asia/Urumqi
LXG, VLLN, Luang Namtha Airport, Luang Namtha--LM--LA, null, Asia/Vientiane
LXN, KLXN, Jim Kelly Field, Lexington--NE--US, null, America/Chicago
LXR, HELX, Luxor International Airport, Luxor--KN--EG, null, Africa/Cairo
LXS, LGLM, Limnos Airport, Limnos Island--83--GR, null, Europe/Athens
LXU, FLLK, Lukulu Airport, Lukulu--01--ZM, null, Africa/Lusaka
LXV, KLXV, Lake County Airport, Leadville--CO--US, null, America/Denver
LYA, ZHLY, Luoyang Airport, Luoyang--41--CN, null, Asia/Shanghai
LYB, MWCL, Edward Bodden Airfield, Little Cayman--U--KY, null, America/Cayman
LYC, ESNL, Lycksele Airport, --AC--SE, null, Europe/Stockholm
LYE, EGDL, RAF Lyneham, Lyneham--ENG--GB, null, Europe/London
LYG, ZSLG, Lianyungang Airport, Lianyungang--32--CN, null, Asia/Shanghai
LYH, KLYH, Lynchburg Regional Preston Glenn Field, Lynchburg--VA--US, null, America/New_York
LYI, ZSLY, Shubuling Airport, Linyi--37--CN, null, Asia/Shanghai
LYK, ID-LYK, Lunyuk Airport, Lunyuk-Simbawa Island--NB--ID, null, Asia/Makassar
LYN, LFLY, Lyon-Bron Airport, Lyon/Bron--ARA--FR, null, Europe/Paris
LYO, KLYO, Lyons-Rice County Municipal Airport, Lyons--KS--US, null, America/Chicago
LYP, OPFA, Faisalabad International Airport, Faisalabad--PB--PK, null, Asia/Karachi
LYS, LFLL, Lyon Saint-Exupéry Airport, Lyon--ARA--FR, null, Europe/Paris
LYT, AU-0081, Lady Elliot Island Airstrip, Lady Elliot Island--QLD--AU, null, Australia/Brisbane
LYU, KELO, Ely Municipal Airport, Ely--MN--US, null, America/Chicago
LZA, FZUG, Luiza Airport, Luiza--KW--CD, null, Africa/Lubumbashi
LZC, MMLC, Lázaro Cárdenas Airport, Lázaro Cárdenas--MIC--MX, null, America/Mexico_City
LZH, ZGZH, Liuzhou Bailian Airport, Liuzhou--45--CN, null, Asia/Shanghai
LZI, FZAL, Luozi Airport, Luozi--BC--CD, null, Africa/Kinshasa
LZM, FNLZ, Luzamba Airport, Luzamba--LNO--AO, null, Africa/Luanda
LZN, RCFG, Matsu Nangan Airport, Nangang Island--X--TW, null, Asia/Taipei
LZO, ZULZ, Luzhou Airport, Luzhou--51--CN, null, Asia/Shanghai
LZR, YLZI, Lizard Island Airport, --QLD--AU, null, Australia/Lindeman
LZU, KLZU, Gwinnett County Briscoe Field, Lawrenceville--GA--US, null, America/New_York
LZY, ZUNZ, Nyingchi Airport, Nyingchi--54--CN, null, Asia/Urumqi
MAA, VOMM, Chennai International Airport, Chennai--TN--IN, null, Asia/Kolkata
MAB, SBMA, João Correa da Rocha Airport, Marabá--PA--BR, null, America/Araguaina
MAC, KMAC, Macon Downtown Airport, Macon--GA--US, null, America/New_York
MAD, LEMD, Adolfo Suárez Madrid–Barajas Airport, Madrid--M--ES, null, Europe/Madrid
MAE, KMAE, Madera Municipal Airport, Madera--CA--US, null, America/Los_Angeles
MAF, KMAF, Midland International Airport, Midland--TX--US, null, America/Chicago
MAG, AYMD, Madang Airport, Madang--MPM--PG, null, Pacific/Port_Moresby
MAH, LEMH, Menorca Airport, Menorca Island--PM--ES, null, Europe/Madrid
MAI, FWMG, Mangochi Airport, Mangochi--MG--MW, null, Africa/Blantyre
MAJ, PKMJ, Marshall Islands International Airport, Majuro Atoll--MAJ--MH, null, Pacific/Majuro
MAK, HSSM, Malakal Airport, Malakal--23--SS, null, Africa/Juba
MAM, MMMA, General Servando Canales International Airport, Matamoros--TAM--MX, null, America/Matamoros
MAN, EGCC, Manchester Airport, Manchester--ENG--GB, null, Europe/London
MAO, SBEG, Eduardo Gomes International Airport, Manaus--AM--BR, null, America/Manaus
MAP, MAP, Mamai Airport, Mamai--CPM--PG, null, Pacific/Port_Moresby
MAQ, VTPM, Mae Sot Airport, --63--TH, null, Asia/Bangkok
MAR, SVMC, La Chinita International Airport, Maracaibo--V--VE, null, America/Caracas
MAS, AYMO, Momote Airport, Manus Island--MRL--PG, null, Pacific/Port_Moresby
MAT, FZAM, Tshimpi Airport, Matadi--BC--CD, null, Africa/Kinshasa
MAU, NTTP, Maupiti Airport, --U--PF, null, Pacific/Tahiti
MAV, MH-MAV, Maloelap Island Airport, Maloelap Island--MAL--MH, null, Pacific/Majuro
MAW, KMAW, Malden Regional Airport, Malden--MO--US, null, America/Chicago
MAX, GOSM, Ouro Sogui Airport, Matam--SL--SN, null, Africa/Dakar
MAY, MYAB, Clarence A. Bain Airport, Mangrove Cay--KB--BS, null, America/Nassau
MAZ, TJMZ, Eugenio Maria De Hostos Airport, Mayaguez--U--PR, null, America/Puerto_Rico
MBA, HKMO, Mombasa Moi International Airport, Mombasa--300--KE, null, Africa/Nairobi
MBB, YMBL, Marble Bar Airport, --WA--AU, null, Australia/Perth
MBC, FOGG, M'Bigou Airport, M'Bigou--4--GA, null, Africa/Libreville
MBD, FAMM, Mmabatho International Airport, Mafeking--NW--ZA, null, Africa/Johannesburg
MBE, RJEB, Monbetsu Airport, Monbetsu--01--JP, null, Asia/Tokyo
MBG, KMBG, Mobridge Municipal Airport, Mobridge--SD--US, null, America/Chicago
MBH, YMYB, Maryborough Airport, Maryborough--QLD--AU, null, Australia/Brisbane
MBI, HTGW, Songwe Airport, Mbeya--14--TZ, null, Africa/Dar_es_Salaam
MBJ, MKJS, Sangster International Airport, Montego Bay--08--JM, null, America/Jamaica
MBK, SWXM, Regional Orlando Villas Boas Airport, Matupá--MT--BR, null, America/Cuiaba
MBL, KMBL, Manistee Co Blacker Airport, Manistee--MI--US, null, America/Detroit
MBM, ZA-0096, Mkambati Airport, Mkambati--EC--ZA, null, Africa/Johannesburg
MBO, RPUM, Mamburao Airport, --MDC--PH, null, Asia/Manila
MBP, SPBB, Moyobamba Airport, Moyobamba--SAM--PE, null, America/Lima
MBQ, HUMA, Mbarara Airport, Mbarara--W--UG, null, Africa/Kampala
MBS, KMBS, MBS International Airport, Saginaw--MI--US, null, America/Detroit
MBT, RPVJ, Moises R. Espinosa Airport, Masbate--MAS--PH, null, Asia/Manila
MBU, AGGI, Babanakira Airport, Mbambanakira--GU--SB, null, Pacific/Guadalcanal
MBV, AYSX, Masa Airport, Masa--MPL--PG, null, Pacific/Port_Moresby
MBW, YMMB, Melbourne Moorabbin Airport, Melbourne--VIC--AU, null, Australia/Melbourne
MBX, LJMB, Maribor Airport, --070--SI, null, Europe/Ljubljana
MBY, KMBY, Omar N Bradley Airport, Moberly--MO--US, null, America/Chicago
MBZ, SWMW, Maués Airport, Maués--AM--BR, null, America/Manaus
MCA, GUMA, Macenta Airport, Macenta--N--GN, null, Africa/Conakry
MCB, KMCB, Mc Comb/Pike County Airport/John E Lewis Field, Mc Comb--MS--US, null, America/Chicago
MCC, KMCC, Mc Clellan Airfield, Sacramento--CA--US, null, America/Los_Angeles
MCD, KMCD, Mackinac Island Airport, Mackinac Island--MI--US, null, America/Detroit
MCE, KMCE, Merced Regional Macready Field, Merced--CA--US, null, America/Los_Angeles
MCF, KMCF, Mac Dill Air Force Base, Tampa--FL--US, null, America/New_York
MCG, PAMC, McGrath Airport, McGrath--AK--US, null, America/Anchorage
MCH, SEMH, General Manuel Serrano Airport, Machala--O--EC, null, America/Guayaquil
MCI, KMCI, Kansas City International Airport, Kansas City--MO--US, null, America/Chicago
MCJ, SKLM, Jorge Isaac Airport, La Mina-Maicao--LAG--CO, null, America/Bogota
MCK, KMCK, Mc Cook Ben Nelson Regional Airport, Mc Cook--NE--US, null, America/Chicago
MCL, PAIN, McKinley National Park Airport, McKinley Park--AK--US, null, America/Anchorage
MCN, KMCN, Middle Georgia Regional Airport, Macon--GA--US, null, America/New_York
MCO, KMCO, Orlando International Airport, Orlando--FL--US, null, America/New_York
MCP, SBMQ, Alberto Alcolumbre Airport, Macapá--AP--BR, null, America/Belem
MCQ, LHMC, Miskolc Airport, Miskolc--BZ--HU, null, Europe/Budapest
MCS, SARM, Monte Caseros Airport, Monte Caseros--W--AR, null, America/Argentina/Cordoba
MCT, OOMS, Muscat International Airport, Muscat--MA--OM, null, Asia/Muscat
MCU, LFBK, Montluçon-Guéret Airport, Montluçon/Guéret--NAQ--FR, null, Europe/Paris
MCV, YMHU, McArthur River Mine Airport, McArthur River Mine--NT--AU, null, Australia/Darwin
MCW, KMCW, Mason City Municipal Airport, Mason City--IA--US, null, America/Chicago
MCX, URML, Uytash Airport, Makhachkala--DA--RU, null, Europe/Moscow
MCY, YBMC, Sunshine Coast Airport, Maroochydore--QLD--AU, null, Australia/Brisbane
MCZ, SBMO, Zumbi dos Palmares Airport, Maceió--AL--BR, null, America/Maceio
MDB, BZ-MDB, Melinda Airport, Melinda--SC--BZ, null, America/Belize
MDC, WAMM, Sam Ratulangi Airport, Manado-Celebes Island--SA--ID, null, Asia/Makassar
MDD, KMDD, Midland Airpark, Midland--TX--US, null, America/Chicago
MDE, SKRG, Jose Maria Córdova International Airport, Medellín--ANT--CO, null, America/Bogota
MDF, KMDZ, Taylor County Airport, Medford--WI--US, null, America/Chicago
MDG, ZYMD, Mudanjiang Hailang International Airport, Mudanjiang--23--CN, null, Asia/Shanghai
MDH, KMDH, Southern Illinois Airport, Carbondale/Murphysboro--IL--US, null, America/Chicago
MDI, DNMK, Makurdi Airport, Makurdi--BE--NG, null, Africa/Lagos
MDJ, KS33, Madras Municipal Airport, Madras--OR--US, null, America/Los_Angeles
MDK, FZEA, Mbandaka Airport, Mbandaka--EQ--CD, null, Africa/Kinshasa
MDL, VYMD, Mandalay International Airport, Mandalay--04--MM, null, Asia/Yangon
MDM, AYDK, Munduku Airport, Munduku--ESW--PG, null, Pacific/Port_Moresby
MDN, KIMS, Madison Municipal Airport, Madison--IN--US, null, America/Indiana/Indianapolis
MDO, PAMD, Middleton Island Airport, Middleton Island--AK--US, null, America/Anchorage
MDP, WAKD, Mindiptana Airport, Mindiptana-Papua Island--PA--ID, null, Asia/Jayapura
MDQ, SAZM, Ástor Piazzola International Airport, Mar del Plata--B--AR, null, America/Argentina/Buenos_Aires
MDR, MDR, Medfra Airport, Medfra--AK--US, null, America/Anchorage
MDS, MBMC, Middle Caicos Airport, Middle Caicos--MC--TC, null, America/Grand_Turk
MDT, KMDT, Harrisburg International Airport, Harrisburg--PA--US, null, America/New_York
MDU, AYMN, Mendi Airport, Mendi--SHM--PG, null, Pacific/Port_Moresby
MDW, KMDW, Chicago Midway International Airport, Chicago--IL--US, null, America/Chicago
MDX, SATM, Mercedes Airport, Mercedes--W--AR, null, America/Argentina/Cordoba
MDY, PMDY, Henderson Field, Sand Island--71--UM, null, Pacific/Midway
MDZ, SAME, El Plumerillo Airport, Mendoza--M--AR, null, America/Argentina/Mendoza
MEA, SBME, Macaé Airport, Macaé--RJ--BR, null, America/Sao_Paulo
MEB, YMEN, Melbourne Essendon Airport, Melbourne--VIC--AU, null, Australia/Melbourne
MEC, SEMT, Eloy Alfaro International Airport, Manta--M--EC, null, America/Guayaquil
MED, OEMA, Prince Mohammad Bin Abdulaziz Airport, Medina--03--SA, null, Asia/Riyadh
MEE, NWWR, Maré Airport, Maré--U--NC, null, Pacific/Noumea
MEF, MEF, Melfi Airport, Melfi--GR--TD, null, Africa/Ndjamena
MEG, FNMA, Malanje Airport, Malanje--MAL--AO, null, Africa/Luanda
MEH, ENMH, Mehamn Airport, Mehamn--20--NO, null, Europe/Oslo
MEI, KMEI, Key Field, Meridian--MS--US, null, America/Chicago
MEJ, KGKJ, Port Meadville Airport, Meadville--PA--US, null, America/New_York
MEK, GMFM, Bassatine Airport, Meknes--MEK--MA, null, Africa/Casablanca
MEL, YMML, Melbourne International Airport, Melbourne--VIC--AU, null, Australia/Melbourne
MEM, KMEM, Memphis International Airport, Memphis--TN--US, null, America/Chicago
MEN, LFNB, Mende-Brenoux Airfield, Mende/Brénoux--OCC--FR, null, Europe/Paris
MEO, KMQI, Dare County Regional Airport, Manteo--NC--US, null, America/New_York
MEP, WMAU, Mersing Airport, Mersing--01--MY, null, Asia/Kuala_Lumpur
MEQ, WITC, Seunagan Airport, Peureumeue-Sumatra Island--AC--ID, null, Asia/Jakarta
MER, KMER, Castle Airport, Merced--CA--US, null, America/Los_Angeles
MES, WIMK, Soewondo Air Force Base, Medan-Sumatra Island--SU--ID, null, Asia/Jakarta
MET, YMOT, Moreton Airport, Moreton--QLD--AU, null, Australia/Brisbane
MEU, SBMD, Monte Dourado Airport, Almeirim--PA--BR, null, America/Santarem
MEV, KMEV, Minden-Tahoe Airport, Minden--NV--US, null, America/Los_Angeles
MEW, FZVM, Mweka Airport, Mweka--KW--CD, null, Africa/Lubumbashi
MEX, MMMX, Licenciado Benito Juarez International Airport, Mexico City--DIF--MX, null, America/Mexico_City
MEY, VNMG, Meghauli Airport, Meghauli--NA--NP, null, Asia/Kathmandu
MEZ, FAMH, Musina(Messina) Airport, Musina--NP--ZA, null, Africa/Johannesburg
MFA, HTMA, Mafia Island Airport, Mafia Island--19--TZ, null, Africa/Dar_es_Salaam
MFB, SK-481, Monfort Airport, Monfort--VAU--CO, null, America/Bogota
MFC, FXMF, Mafeteng Airport, Mafeteng--E--LS, null, Africa/Maseru
MFD, KMFD, Mansfield Lahm Regional Airport, Mansfield--OH--US, null, America/New_York
MFE, KMFE, Mc Allen Miller International Airport, Mc Allen--TX--US, null, America/Chicago
MFF, FOOD, Moanda Airport, Moanda--2--GA, null, Africa/Libreville
MFG, OPMF, Muzaffarabad Airport, Muzaffarabad--JK--PK, null, Asia/Karachi
MFH, K67L, Mesquite Airport, Mesquite--NV--US, null, America/Los_Angeles
MFI, KMFI, Marshfield Municipal Airport, Marshfield--WI--US, null, America/Chicago
MFJ, NFMO, Moala Airport, Moala--E--FJ, null, Pacific/Fiji
MFK, RCMT, Matsu Beigan Airport, Beigan Island--X--TW, null, Asia/Taipei
MFL, YWDV, Mount Full Stop Airport, Wando Vale--QLD--AU, null, Australia/Brisbane
MFM, VMMC, Macau International Airport, Macau--U--MO, null, Asia/Macau
MFN, NZMF, Milford Sound Airport, --STL--NZ, null, Pacific/Auckland
MFO, AYNG, Manguna Airport, Manguna--EBR--PG, null, Pacific/Port_Moresby
MFP, YMCR, Manners Creek Airport, --NT--AU, null, Australia/Darwin
MFQ, DRRM, Maradi Airport, Maradi--4--NE, null, Africa/Niamey
MFR, KMFR, Rogue Valley International Medford Airport, Medford--OR--US, null, America/Los_Angeles
MFS, SKMF, Miraflores Airport, Miraflores--GUV--CO, null, America/Bogota
MFU, FLMF, Mfuwe Airport, Mfuwe--03--ZM, null, Africa/Lusaka
MFV, KMFV, Accomack County Airport, Melfa--VA--US, null, America/New_York
MFW, MZ-0004, Magaruque Airport, Magaruque Island--I--MZ, null, Africa/Maputo
MFX, LFKX, Méribel Altiport, --ARA--FR, null, Europe/Paris
MFZ, AYES, Meselia Airport, Demgulu--WBK--PG, null, Pacific/Port_Moresby
MGA, MNMG, Augusto C. Sandino (Managua) International Airport, Managua--MN--NI, null, America/Managua
MGB, YMTG, Mount Gambier Airport, --SA--AU, null, Australia/Adelaide
MGC, KMGC, Michigan City Municipal Airport, Michigan City--IN--US, null, America/Chicago
MGD, SLMG, Magdalena Airport, Magdalena--B--BO, null, America/La_Paz
MGE, KMGE, Dobbins Air Reserve Base, Marietta--GA--US, null, America/New_York
MGF, SBMG, Regional de Maringá - Sílvio Name Júnior Airport, Maringá--PR--BR, null, America/Sao_Paulo
MGG, MGG, Margarima Airport, Margarima--SHM--PG, null, Pacific/Port_Moresby
MGH, FAMG, Margate Airport, Margate--NL--ZA, null, Africa/Johannesburg
MGI, MGI, Matagorda Island Air Force Base, Matagorda Island--TX--US, null, America/Chicago
MGJ, KMGJ, Orange County Airport, Montgomery--NY--US, null, America/New_York
MGK, VYMT, Mong Tong Airport, Mong Tong--17--MM, null, Asia/Yangon
MGL, EDLN, Mönchengladbach Airport, Mönchengladbach--NW--DE, null, Europe/Berlin
MGM, KMGM, Montgomery Regional (Dannelly Field) Airport, Montgomery--AL--US, null, America/Chicago
MGN, SKMG, Baracoa Airport, Magangué--BOL--CO, null, America/Bogota
MGO, MGO, Manega Airport, --8--GA, null, Africa/Libreville
MGP, MGP, Manga Airport, Manga Mission--NIK--PG, null, Pacific/Port_Moresby
MGQ, HCMM, Aden Adde International Airport, Mogadishu--BN--SO, null, Africa/Mogadishu
MGR, KMGR, Moultrie Municipal Airport, Moultrie--GA--US, null, America/New_York
MGS, NCMG, Mangaia Island Airport, Mangaia Island--U--CK, null, Pacific/Rarotonga
MGT, YMGB, Milingimbi Airport, Milingimbi Island--NT--AU, null, Australia/Darwin
MGU, VYMN, Manaung Airport, Manaung--16--MM, null, Asia/Yangon
MGV, YMGR, Margaret River (Station) Airport, --WA--AU, null, Australia/Perth
MGW, KMGW, Morgantown Municipal Walter L. Bill Hart Field, Morgantown--WV--US, null, America/New_York
MGX, FOGI, Moabi Airport, Moabi--5--GA, null, Africa/Libreville
MGY, KMGY, Dayton-Wright Brothers Airport, Dayton--OH--US, null, America/New_York
MGZ, VYME, Myeik Airport, Mkeik--05--MM, null, Asia/Yangon
MHA, SYMD, Mahdia Airport, Mahdia--PT--GY, null, America/Guyana
MHC, SCPQ, Mocopulli Airport, Dalcahue--LL--CL, null, America/Santiago
MHD, OIMM, Mashhad International Airport, Mashhad--30--IR, null, Asia/Tehran
MHE, KMHE, Mitchell Municipal Airport, Mitchell--SD--US, null, America/Chicago
MHF, SK-482, Morichal Airport, Morichal--VAU--CO, null, America/Bogota
MHG, EDFM, Mannheim-City Airport, Mannheim--BW--DE, null, Europe/Berlin
MHH, MYAM, Leonard M Thompson International Airport, Marsh Harbour--MH--BS, null, America/Nassau
MHI, HDMO, Moucha Airport, Moucha Island--DJ--DJ, null, Africa/Djibouti
MHK, KMHK, Manhattan Regional Airport, Manhattan--KS--US, null, America/Chicago
MHL, KMHL, Marshall Memorial Municipal Airport, Marshall--MO--US, null, America/Chicago
MHN, MHN, Hooker County Airport, Mullen--NE--US, null, America/Denver
MHO, YMHO, Mount House Airport, --WA--AU, null, Australia/Perth
MHP, UMMM, Minsk 1 Airport, Minsk--MI--BY, null, Europe/Minsk
MHQ, EFMA, Mariehamn Airport, --AL--FI, null, Europe/Mariehamn
MHR, KMHR, Sacramento Mather Airport, Sacramento--CA--US, null, America/Los_Angeles
